Location,Timestamp,Irradiance (W/m2),System temperature (C),Nearest BOM station temperature (C),PV Yield (kWh)
Blacktown (NSW),2016-02-20 19:00:00 +1000,1.23,19.08,20.9,0.007
Blacktown (NSW),2016-02-20 20:00:00 +1000,0.12,20.46,20.1,
Blacktown (NSW),2016-02-20 21:00:00 +1000,0.12,20.06,20.3,
Blacktown (NSW),2016-02-20 22:00:00 +1000,0.02,20.21,20.5,
Blacktown (NSW),2016-02-20 23:00:00 +1000,0,20.33,20.6,
Blacktown (NSW),2016-02-21 00:00:00 +1000,0,20.41,20.7,
Blacktown (NSW),2016-02-21 01:00:00 +1000,0,20.33,20.5,
Blacktown (NSW),2016-02-21 02:00:00 +1000,0,20.65,20.6,
Blacktown (NSW),2016-02-21 03:00:00 +1000,0,21.13,20.3,
Blacktown (NSW),2016-02-21 04:00:00 +1000,0,20.46,20.2,
Blacktown (NSW),2016-02-21 05:00:00 +1000,0,20.41,20.1,
Blacktown (NSW),2016-02-21 06:00:00 +1000,0.09,20.51,19.4,0
Blacktown (NSW),2016-02-21 07:00:00 +1000,21.18,20.62,21.1,0.402
Blacktown (NSW),2016-02-21 08:00:00 +1000,139.89,22.16,22,2.903
Blacktown (NSW),2016-02-21 09:00:00 +1000,326.74,23.94,23.6,6.855
Blacktown (NSW),2016-02-21 10:00:00 +1000,176.28,23.33,22.9,3.677
Blacktown (NSW),2016-02-21 11:00:00 +1000,643.57,26.84,25,12.663
Blacktown (NSW),2016-02-21 12:00:00 +1000,817.88,30.31,26.9,15.719
Blacktown (NSW),2016-02-21 13:00:00 +1000,830.5,31.56,27.2,15.867
Blacktown (NSW),2016-02-21 14:00:00 +1000,643.85,31.24,27.9,12.503
Blacktown (NSW),2016-02-21 15:00:00 +1000,686.22,31.26,27.6,13.831
Blacktown (NSW),2016-02-21 16:00:00 +1000,393.89,30.15,26.2,8.392
Blacktown (NSW),2016-02-21 17:00:00 +1000,259.31,29.28,25.9,5.797
Blacktown (NSW),2016-02-21 18:00:00 +1000,84.15,27.61,24.2,1.798
Blacktown (NSW),2016-02-21 19:00:00 +1000,13.79,24.94,23.2,0.225
Blacktown (NSW),2016-02-21 20:00:00 +1000,0,23.32,22.4,0
Blacktown (NSW),2016-02-21 21:00:00 +1000,0,22.25,20.7,
Blacktown (NSW),2016-02-21 22:00:00 +1000,0,21.09,19.8,
Blacktown (NSW),2016-02-21 23:00:00 +1000,0,21.97,20.1,
Blacktown (NSW),2016-02-22 00:00:00 +1000,0.01,20.56,19.3,
Blacktown (NSW),2016-02-22 01:00:00 +1000,0.08,20.56,19.8,
Blacktown (NSW),2016-02-22 02:00:00 +1000,0.03,19.61,19.2,
Blacktown (NSW),2016-02-22 03:00:00 +1000,0,20.6,19.4,
Blacktown (NSW),2016-02-22 04:00:00 +1000,0,19.76,19.5,
Blacktown (NSW),2016-02-22 05:00:00 +1000,0,19.73,19.9,
Blacktown (NSW),2016-02-22 06:00:00 +1000,0.31,19.35,18.4,0.01
Blacktown (NSW),2016-02-22 07:00:00 +1000,38.71,22.3,21.1,0.834
Blacktown (NSW),2016-02-22 08:00:00 +1000,212.92,24.49,22.6,4.109
Blacktown (NSW),2016-02-22 09:00:00 +1000,438.86,29.03,24.4,9.347
Blacktown (NSW),2016-02-22 10:00:00 +1000,410.53,29.54,25.2,8.373
Blacktown (NSW),2016-02-22 11:00:00 +1000,649.83,32.25,27.6,12.796
Blacktown (NSW),2016-02-22 12:00:00 +1000,785.83,34.35,28.1,15.294
Blacktown (NSW),2016-02-22 13:00:00 +1000,778.62,35.14,29.2,15.012
Blacktown (NSW),2016-02-22 14:00:00 +1000,766.5,36.04,29.8,14.935
Blacktown (NSW),2016-02-22 15:00:00 +1000,582.47,36.59,30.6,11.902
Blacktown (NSW),2016-02-22 16:00:00 +1000,382.83,34.51,30.6,8.221
Blacktown (NSW),2016-02-22 17:00:00 +1000,243.89,31.7,28.5,5.475
Blacktown (NSW),2016-02-22 18:00:00 +1000,88.88,29.96,26.2,1.943
Blacktown (NSW),2016-02-22 19:00:00 +1000,18.02,26.43,24.1,0.37
Blacktown (NSW),2016-02-22 20:00:00 +1000,0,24.66,23.1,0
Blacktown (NSW),2016-02-22 21:00:00 +1000,0,23.49,21.7,
Blacktown (NSW),2016-02-22 22:00:00 +1000,0,22.92,20.1,
Blacktown (NSW),2016-02-22 23:00:00 +1000,0,22.31,19.8,
Blacktown (NSW),2016-02-23 00:00:00 +1000,0.03,21.08,19.6,
Blacktown (NSW),2016-02-23 01:00:00 +1000,0,20.23,20,
Blacktown (NSW),2016-02-23 02:00:00 +1000,0,19.77,18.9,
Blacktown (NSW),2016-02-23 03:00:00 +1000,0,19.25,18.7,
Blacktown (NSW),2016-02-23 04:00:00 +1000,0.05,18.83,18.5,
Blacktown (NSW),2016-02-23 05:00:00 +1000,0.01,18.77,17.9,
Blacktown (NSW),2016-02-23 06:00:00 +1000,0.36,18.61,17.7,0.023
Blacktown (NSW),2016-02-23 07:00:00 +1000,40.89,21.57,20.2,0.836
Blacktown (NSW),2016-02-23 08:00:00 +1000,224.91,23.55,22.4,4.275
Blacktown (NSW),2016-02-23 09:00:00 +1000,448.27,28,24.5,9.619
Blacktown (NSW),2016-02-23 10:00:00 +1000,633.94,31.31,26.6,13.08
Blacktown (NSW),2016-02-23 11:00:00 +1000,758.49,33.41,28.2,15.172
Blacktown (NSW),2016-02-23 12:00:00 +1000,819.57,34.2,28.9,15.889
Blacktown (NSW),2016-02-23 13:00:00 +1000,816.94,35.63,30.6,15.648
Blacktown (NSW),2016-02-23 14:00:00 +1000,764.66,36.95,30.8,14.913
Blacktown (NSW),2016-02-23 15:00:00 +1000,651.3,37.33,31.9,13.095
Blacktown (NSW),2016-02-23 16:00:00 +1000,480.78,36.74,31.9,10.149
Blacktown (NSW),2016-02-23 17:00:00 +1000,268.07,34.41,29.4,5.989
Blacktown (NSW),2016-02-23 18:00:00 +1000,68.13,29.94,27.5,1.488
Blacktown (NSW),2016-02-23 19:00:00 +1000,18.61,27.12,25.1,0.344
Blacktown (NSW),2016-02-23 20:00:00 +1000,0,25.16,23.4,0
Blacktown (NSW),2016-02-23 21:00:00 +1000,0,24.05,21.6,
Blacktown (NSW),2016-02-23 22:00:00 +1000,0,23.1,20.9,
Blacktown (NSW),2016-02-23 23:00:00 +1000,0,24.18,20.9,
Blacktown (NSW),2016-02-24 00:00:00 +1000,0,21.68,21.5,
Blacktown (NSW),2016-02-24 01:00:00 +1000,0.14,21.87,21.4,
Blacktown (NSW),2016-02-24 02:00:00 +1000,0,21.57,19.8,
Blacktown (NSW),2016-02-24 03:00:00 +1000,0.01,20.24,18.8,
Blacktown (NSW),2016-02-24 04:00:00 +1000,0.03,19.96,18.3,
Blacktown (NSW),2016-02-24 05:00:00 +1000,0.07,19.25,18.1,
Blacktown (NSW),2016-02-24 06:00:00 +1000,0.49,18.9,17.9,0.013
Blacktown (NSW),2016-02-24 07:00:00 +1000,36.41,21.32,20.2,0.781
Blacktown (NSW),2016-02-24 08:00:00 +1000,220.66,23.7,22.1,4.176
Blacktown (NSW),2016-02-24 09:00:00 +1000,447.49,28.35,24.8,9.578
Blacktown (NSW),2016-02-24 10:00:00 +1000,623.99,32.39,27.3,12.754
Blacktown (NSW),2016-02-24 11:00:00 +1000,745.52,34.48,29.1,14.712
Blacktown (NSW),2016-02-24 12:00:00 +1000,808.88,37.45,31.5,15.502
Blacktown (NSW),2016-02-24 13:00:00 +1000,813.27,39.61,33.4,15.486
Blacktown (NSW),2016-02-24 14:00:00 +1000,761.86,39.74,34.7,14.687
Blacktown (NSW),2016-02-24 15:00:00 +1000,649.28,40.36,35,12.95
Blacktown (NSW),2016-02-24 16:00:00 +1000,480.16,39.54,33.2,10.105
Blacktown (NSW),2016-02-24 17:00:00 +1000,268.8,37.42,31.9,5.992
Blacktown (NSW),2016-02-24 18:00:00 +1000,76.17,33.03,29.4,1.579
Blacktown (NSW),2016-02-24 19:00:00 +1000,10.3,28.7,26.5,0.155
Blacktown (NSW),2016-02-24 20:00:00 +1000,0,26.2,24.9,0
Blacktown (NSW),2016-02-24 21:00:00 +1000,0,24.89,22.6,
Blacktown (NSW),2016-02-24 22:00:00 +1000,0,24.21,22.2,
Blacktown (NSW),2016-02-24 23:00:00 +1000,0,27.33,22.6,
Blacktown (NSW),2016-02-25 00:00:00 +1000,0,23.08,20.9,
Blacktown (NSW),2016-02-25 01:00:00 +1000,0,21.93,20.3,
Blacktown (NSW),2016-02-25 02:00:00 +1000,0,21.66,20.5,
Blacktown (NSW),2016-02-25 03:00:00 +1000,0,20.64,20,
Blacktown (NSW),2016-02-25 04:00:00 +1000,0,20.37,18.9,
Blacktown (NSW),2016-02-25 05:00:00 +1000,0,20.38,18.6,
Blacktown (NSW),2016-02-25 06:00:00 +1000,0.17,20.07,18.9,0.007
Blacktown (NSW),2016-02-25 07:00:00 +1000,37.88,21.39,20.6,0.771
Blacktown (NSW),2016-02-25 08:00:00 +1000,217.11,23.44,22.8,4.091
Blacktown (NSW),2016-02-25 09:00:00 +1000,441.05,28.54,25.8,9.38
Blacktown (NSW),2016-02-25 10:00:00 +1000,616.93,33.59,29.6,12.558
Blacktown (NSW),2016-02-25 11:00:00 +1000,736.63,37.36,32.1,14.436
Blacktown (NSW),2016-02-25 12:00:00 +1000,797.16,40.48,35.4,15.177
Blacktown (NSW),2016-02-25 13:00:00 +1000,800.3,42.86,37.3,15.029
Blacktown (NSW),2016-02-25 14:00:00 +1000,743.17,44.28,38.5,14.104
Blacktown (NSW),2016-02-25 15:00:00 +1000,631.68,44.19,39,12.512
Blacktown (NSW),2016-02-25 16:00:00 +1000,464.51,43.71,38.4,9.71
Blacktown (NSW),2016-02-25 17:00:00 +1000,259.03,42.55,37.7,5.743
Blacktown (NSW),2016-02-25 18:00:00 +1000,73.58,39.18,34.5,1.512
Blacktown (NSW),2016-02-25 19:00:00 +1000,10.1,34.44,32,0.155
Blacktown (NSW),2016-02-25 20:00:00 +1000,0,32.31,29.6,0
Blacktown (NSW),2016-02-25 21:00:00 +1000,0,30.98,26.6,
Blacktown (NSW),2016-02-25 22:00:00 +1000,0,28.74,25.8,
Blacktown (NSW),2016-02-25 23:00:00 +1000,0,23.73,26.4,
Blacktown (NSW),2016-02-26 00:00:00 +1000,0,26.86,26.8,
Blacktown (NSW),2016-02-26 01:00:00 +1000,0,24.9,22.7,
Blacktown (NSW),2016-02-26 02:00:00 +1000,0,24.7,24.7,
Blacktown (NSW),2016-02-26 03:00:00 +1000,0,25.24,23.3,
Blacktown (NSW),2016-02-26 04:00:00 +1000,0,23.76,22.9,
Blacktown (NSW),2016-02-26 05:00:00 +1000,0,23.47,21.4,
Blacktown (NSW),2016-02-26 06:00:00 +1000,0.05,23.49,22.1,0
Blacktown (NSW),2016-02-26 07:00:00 +1000,34.46,23.87,23.5,0.624
Blacktown (NSW),2016-02-26 08:00:00 +1000,120.08,24.81,24.4,2.449
Blacktown (NSW),2016-02-26 09:00:00 +1000,163.96,25.56,25.1,3.416
Blacktown (NSW),2016-02-26 10:00:00 +1000,320.49,26.89,25.7,6.61
Blacktown (NSW),2016-02-26 11:00:00 +1000,396.11,27.59,26.1,8.012
Blacktown (NSW),2016-02-26 12:00:00 +1000,317.53,27.46,25.8,6.593
Blacktown (NSW),2016-02-26 13:00:00 +1000,410.57,27.68,26.4,8.326
Blacktown (NSW),2016-02-26 14:00:00 +1000,268.75,27.27,25.9,5.69
Blacktown (NSW),2016-02-26 15:00:00 +1000,375.53,28.26,25.6,7.804
Blacktown (NSW),2016-02-26 16:00:00 +1000,161.44,26.87,24.6,3.435
Blacktown (NSW),2016-02-26 17:00:00 +1000,97.69,25.86,24.1,2.079
Blacktown (NSW),2016-02-26 18:00:00 +1000,24.36,24.95,23.7,0.478
Blacktown (NSW),2016-02-26 19:00:00 +1000,6.24,24.39,23.4,0.111
Blacktown (NSW),2016-02-26 20:00:00 +1000,0,24.08,23.2,
Blacktown (NSW),2016-02-26 21:00:00 +1000,0,23.86,23,
Blacktown (NSW),2016-02-26 22:00:00 +1000,0,23.84,23,
Blacktown (NSW),2016-02-26 23:00:00 +1000,0,21.49,22.9,
Blacktown (NSW),2016-02-27 00:00:00 +1000,0,23.69,22.8,
Blacktown (NSW),2016-02-27 01:00:00 +1000,0,23.53,22.6,
Blacktown (NSW),2016-02-27 02:00:00 +1000,0,23.3,22.2,
Blacktown (NSW),2016-02-27 03:00:00 +1000,0,22.54,20.4,
Blacktown (NSW),2016-02-27 04:00:00 +1000,0,21.23,19.5,
Blacktown (NSW),2016-02-27 05:00:00 +1000,0,20.68,19.6,
Blacktown (NSW),2016-02-27 06:00:00 +1000,0.1,20.28,19.9,0
Blacktown (NSW),2016-02-27 07:00:00 +1000,41.11,21.76,22.1,0.851
Blacktown (NSW),2016-02-27 08:00:00 +1000,176.05,23.9,23.4,3.256
Blacktown (NSW),2016-02-27 09:00:00 +1000,342.23,26.27,23.8,7.188
Blacktown (NSW),2016-02-27 10:00:00 +1000,317.89,26.63,26.3,6.565
Blacktown (NSW),2016-02-27 11:00:00 +1000,368.2,26.4,26.6,7.452
Blacktown (NSW),2016-02-27 12:00:00 +1000,672.76,29.53,25.5,13.164
Blacktown (NSW),2016-02-27 13:00:00 +1000,838.57,30.01,26.9,16.394
Blacktown (NSW),2016-02-27 14:00:00 +1000,805.42,29.85,26.7,16.001
Blacktown (NSW),2016-02-27 15:00:00 +1000,690.38,29.43,25.9,14.152
Blacktown (NSW),2016-02-27 16:00:00 +1000,403.93,28.54,25.5,8.689
Blacktown (NSW),2016-02-27 17:00:00 +1000,265.92,27.68,25.1,5.946
Blacktown (NSW),2016-02-27 18:00:00 +1000,80.16,26.3,23.9,1.682
Blacktown (NSW),2016-02-27 19:00:00 +1000,9.17,24.15,22.8,0.153
Blacktown (NSW),2016-02-27 20:00:00 +1000,0,23.33,22,
Blacktown (NSW),2016-02-27 21:00:00 +1000,0,22.3,21.5,
Blacktown (NSW),2016-02-27 22:00:00 +1000,0.02,22.3,21.2,
Blacktown (NSW),2016-02-27 23:00:00 +1000,0.11,19.39,20.6,
Blacktown (NSW),2016-02-28 00:00:00 +1000,0,20.57,19.8,
Blacktown (NSW),2016-02-28 01:00:00 +1000,0,19.77,18.2,
Blacktown (NSW),2016-02-28 02:00:00 +1000,0,19.36,18.1,
Blacktown (NSW),2016-02-28 03:00:00 +1000,0,19.84,19,
Blacktown (NSW),2016-02-28 04:00:00 +1000,0.08,19.93,18.7,
Blacktown (NSW),2016-02-28 05:00:00 +1000,0.01,18.78,18.6,
Blacktown (NSW),2016-02-28 06:00:00 +1000,0.06,18.02,18,0
Blacktown (NSW),2016-02-28 07:00:00 +1000,33.82,19.29,20.2,0.727
Blacktown (NSW),2016-02-28 08:00:00 +1000,208.2,22.53,22.3,3.952
Blacktown (NSW),2016-02-28 09:00:00 +1000,379.04,26.64,24.1,8.056
Blacktown (NSW),2016-02-28 10:00:00 +1000,476.39,28.9,24.4,9.714
Blacktown (NSW),2016-02-28 11:00:00 +1000,553.61,31.65,26.7,10.996
Blacktown (NSW),2016-02-28 12:00:00 +1000,565.75,30.69,27.7,10.942
Blacktown (NSW),2016-02-28 13:00:00 +1000,537.57,31.43,26.9,10.5
Blacktown (NSW),2016-02-28 14:00:00 +1000,760.11,32.69,28,14.876
Blacktown (NSW),2016-02-28 15:00:00 +1000,542.05,32.89,28.4,10.944
Blacktown (NSW),2016-02-28 16:00:00 +1000,490.11,31.16,27.4,10.567
Blacktown (NSW),2016-02-28 17:00:00 +1000,267.39,29.62,25.7,5.998
Blacktown (NSW),2016-02-28 18:00:00 +1000,74.6,27.18,24.2,1.495
Blacktown (NSW),2016-02-28 19:00:00 +1000,9.42,24.41,22.7,0.142
Blacktown (NSW),2016-02-28 20:00:00 +1000,0,22.61,21.7,0
Blacktown (NSW),2016-02-28 21:00:00 +1000,0,21.72,20.6,
Blacktown (NSW),2016-02-28 22:00:00 +1000,0.01,20.38,19,
Blacktown (NSW),2016-02-28 23:00:00 +1000,0.02,21.06,18.7,
Blacktown (NSW),2016-02-29 00:00:00 +1000,0.04,19.82,18.5,
Blacktown (NSW),2016-02-29 01:00:00 +1000,0,19.77,18.2,
Blacktown (NSW),2016-02-29 02:00:00 +1000,0,19.36,18.1,
Blacktown (NSW),2016-02-29 03:00:00 +1000,0,19.84,19,
Blacktown (NSW),2016-02-29 04:00:00 +1000,0.08,19.93,18.7,
Blacktown (NSW),2016-02-29 05:00:00 +1000,0.01,18.78,18.6,
Blacktown (NSW),2016-02-29 06:00:00 +1000,0.06,18.02,18,0
Blacktown (NSW),2016-02-29 07:00:00 +1000,46.1,19.78,20.5,0.813
Blacktown (NSW),2016-02-29 08:00:00 +1000,205.88,23.49,22,3.742
Blacktown (NSW),2016-02-29 09:00:00 +1000,419.8,26.42,24.1,8.853
Blacktown (NSW),2016-02-29 10:00:00 +1000,379.65,28.36,24.3,7.743
Blacktown (NSW),2016-02-29 11:00:00 +1000,191.1,27.03,24.2,4.068
Blacktown (NSW),2016-02-29 12:00:00 +1000,568.28,28.92,26.1,11.096
Blacktown (NSW),2016-02-29 13:00:00 +1000,466.4,31.32,25.1,9.158
Blacktown (NSW),2016-02-29 14:00:00 +1000,371.81,26.65,24.9,7.73
Blacktown (NSW),2016-02-29 15:00:00 +1000,317.45,27.26,24.9,6.682
Blacktown (NSW),2016-02-29 16:00:00 +1000,174.05,25.66,25.1,3.711
Blacktown (NSW),2016-02-29 17:00:00 +1000,234.14,26.01,23.3,5.188
Blacktown (NSW),2016-02-29 18:00:00 +1000,67.44,24.81,22.8,1.421
Blacktown (NSW),2016-02-29 19:00:00 +1000,11.55,23.76,22.5,0.226
Blacktown (NSW),2016-02-29 20:00:00 +1000,0,23.19,22.3,
Blacktown (NSW),2016-02-29 21:00:00 +1000,0.1,22.75,22,
Blacktown (NSW),2016-02-29 22:00:00 +1000,0,21.92,20.8,
Blacktown (NSW),2016-02-29 23:00:00 +1000,0,21.92,20.8,
Blacktown (NSW),2016-03-01 00:00:00 +1000,0.04,21.33,20.1,
Blacktown (NSW),2016-03-01 01:00:00 +1000,0.04,20.21,19.2,
Blacktown (NSW),2016-03-01 02:00:00 +1000,0.15,19.07,18.6,
Blacktown (NSW),2016-03-01 03:00:00 +1000,0.21,19.04,18.4,
Blacktown (NSW),2016-03-01 04:00:00 +1000,0.36,19.09,18.3,
Blacktown (NSW),2016-03-01 05:00:00 +1000,0.64,18.74,18.3,
Blacktown (NSW),2016-03-01 06:00:00 +1000,0.42,18.24,17.8,0
Blacktown (NSW),2016-03-01 07:00:00 +1000,15.55,19.04,19.9,0.282
Blacktown (NSW),2016-03-01 08:00:00 +1000,73.06,21.34,21.8,1.576
Blacktown (NSW),2016-03-01 09:00:00 +1000,75.28,21.98,20.6,1.594
Blacktown (NSW),2016-03-01 10:00:00 +1000,227.09,25.24,22.5,4.85
Blacktown (NSW),2016-03-01 11:00:00 +1000,324.88,27.88,23.8,6.809
Blacktown (NSW),2016-03-01 12:00:00 +1000,431.1,30.12,25.6,8.997
Blacktown (NSW),2016-03-01 13:00:00 +1000,710.99,32.89,26.8,13.661
Blacktown (NSW),2016-03-01 14:00:00 +1000,563.55,33.21,27.1,11.004
Blacktown (NSW),2016-03-01 15:00:00 +1000,384.69,32.03,28.4,7.93
Blacktown (NSW),2016-03-01 16:00:00 +1000,252.24,30.12,28.3,5.395
Blacktown (NSW),2016-03-01 17:00:00 +1000,253.53,30.35,26.3,5.631
Blacktown (NSW),2016-03-01 18:00:00 +1000,74.54,27.92,25.2,1.481
Blacktown (NSW),2016-03-01 19:00:00 +1000,9.18,25.04,23.5,0.145
Blacktown (NSW),2016-03-01 20:00:00 +1000,0,23.37,22.2,
Blacktown (NSW),2016-03-01 21:00:00 +1000,0,22.53,21.8,
Blacktown (NSW),2016-03-01 22:00:00 +1000,0,21.49,20.1,
Blacktown (NSW),2016-03-01 23:00:00 +1000,0,22.55,19,
Blacktown (NSW),2016-03-02 00:00:00 +1000,0,20.29,18.8,
Blacktown (NSW),2016-03-02 01:00:00 +1000,0,19.87,18.5,
Blacktown (NSW),2016-03-02 02:00:00 +1000,0,19.47,18.7,
Blacktown (NSW),2016-03-02 03:00:00 +1000,0,18.44,18.3,
Blacktown (NSW),2016-03-02 04:00:00 +1000,0,18.06,18.1,
Blacktown (NSW),2016-03-02 05:00:00 +1000,0,18.24,17.1,
Blacktown (NSW),2016-03-02 06:00:00 +1000,0.06,18.09,16.9,0
Blacktown (NSW),2016-03-02 07:00:00 +1000,37.74,18.87,19.2,0.761
Blacktown (NSW),2016-03-02 08:00:00 +1000,171.79,21.85,20.6,3.334
Blacktown (NSW),2016-03-02 09:00:00 +1000,302.73,25.14,23.4,6.439
Blacktown (NSW),2016-03-02 10:00:00 +1000,563.38,29.27,25.3,11.629
Blacktown (NSW),2016-03-02 11:00:00 +1000,650.92,32.09,27.6,13.157
Blacktown (NSW),2016-03-02 12:00:00 +1000,690.51,34.44,29.3,13.695
Blacktown (NSW),2016-03-02 13:00:00 +1000,770.32,36.22,30.7,14.895
Blacktown (NSW),2016-03-02 14:00:00 +1000,687.41,37.14,31.7,13.475
Blacktown (NSW),2016-03-02 15:00:00 +1000,599.28,37.13,31.7,12.131
Blacktown (NSW),2016-03-02 16:00:00 +1000,408.52,34.95,30.9,8.667
Blacktown (NSW),2016-03-02 17:00:00 +1000,205.65,31.8,29,4.511
Blacktown (NSW),2016-03-02 18:00:00 +1000,81.38,28.62,25.9,1.791
Blacktown (NSW),2016-03-02 19:00:00 +1000,16.18,26.24,24.4,0.331
Blacktown (NSW),2016-03-02 20:00:00 +1000,0.15,24.57,23.5,
Blacktown (NSW),2016-03-02 21:00:00 +1000,0.05,23.56,22.6,
Blacktown (NSW),2016-03-02 22:00:00 +1000,0.06,22.68,21.9,
Blacktown (NSW),2016-03-02 23:00:00 +1000,0.02,21.57,22.4,
Blacktown (NSW),2016-03-03 00:00:00 +1000,0.01,22.48,22,
Blacktown (NSW),2016-03-03 01:00:00 +1000,0.01,22.01,21.6,
Blacktown (NSW),2016-03-03 02:00:00 +1000,0,21.75,20.6,
Blacktown (NSW),2016-03-03 03:00:00 +1000,0.01,20.77,19.8,
Blacktown (NSW),2016-03-03 04:00:00 +1000,0,20.03,19.6,
Blacktown (NSW),2016-03-03 05:00:00 +1000,0,20.02,19.6,
Blacktown (NSW),2016-03-03 06:00:00 +1000,0,19.94,18.9,0
Blacktown (NSW),2016-03-03 07:00:00 +1000,36.79,20.91,20.1,0.807
Blacktown (NSW),2016-03-03 08:00:00 +1000,97.77,22.22,22.2,1.92
Blacktown (NSW),2016-03-03 09:00:00 +1000,429.94,27.76,24.4,8.963
Blacktown (NSW),2016-03-03 10:00:00 +1000,627.64,30.62,27,12.766
Blacktown (NSW),2016-03-03 11:00:00 +1000,733.22,33.49,28.3,14.431
Blacktown (NSW),2016-03-03 12:00:00 +1000,792.2,36.23,30.4,15.215
Blacktown (NSW),2016-03-03 13:00:00 +1000,797.16,36.19,31.9,15.124
Blacktown (NSW),2016-03-03 14:00:00 +1000,712.44,37.73,33,13.853
Blacktown (NSW),2016-03-03 15:00:00 +1000,611.68,36.71,32.3,12.358
Blacktown (NSW),2016-03-03 16:00:00 +1000,469.42,34.63,30.6,9.97
Blacktown (NSW),2016-03-03 17:00:00 +1000,244.02,32.11,28.3,5.287
Blacktown (NSW),2016-03-03 18:00:00 +1000,77.04,29.02,25.8,1.517
Blacktown (NSW),2016-03-03 19:00:00 +1000,6.84,25.67,24.1,0.1
Blacktown (NSW),2016-03-03 20:00:00 +1000,0,24.14,22.9,
Blacktown (NSW),2016-03-03 21:00:00 +1000,0.01,23.44,22.2,
Blacktown (NSW),2016-03-03 22:00:00 +1000,0.01,22.24,20.5,
Blacktown (NSW),2016-03-03 23:00:00 +1000,0.02,21.18,19.8,
Blacktown (NSW),2016-03-04 00:00:00 +1000,0,21.31,19.7,
Blacktown (NSW),2016-03-04 01:00:00 +1000,0.02,21.21,20.8,
Blacktown (NSW),2016-03-04 02:00:00 +1000,0.02,21.37,19.6,
Blacktown (NSW),2016-03-04 03:00:00 +1000,0.05,21.3,20.3,
Blacktown (NSW),2016-03-04 04:00:00 +1000,0.03,20.88,21.2,
Blacktown (NSW),2016-03-04 05:00:00 +1000,0,21.34,21,
Blacktown (NSW),2016-03-04 06:00:00 +1000,0.01,21.33,21.6,0
Blacktown (NSW),2016-03-04 07:00:00 +1000,43.11,22.04,21.8,0.884
Blacktown (NSW),2016-03-04 08:00:00 +1000,184.91,25.31,23.9,3.614
Blacktown (NSW),2016-03-04 09:00:00 +1000,270.35,27.44,24.8,5.597
Blacktown (NSW),2016-03-04 10:00:00 +1000,439.46,29.76,26.3,8.964
Blacktown (NSW),2016-03-04 11:00:00 +1000,711.15,33.99,27.8,13.812
Blacktown (NSW),2016-03-04 12:00:00 +1000,608.35,34.06,29.1,11.681
Blacktown (NSW),2016-03-04 13:00:00 +1000,570.03,33.66,30,11.001
Blacktown (NSW),2016-03-04 14:00:00 +1000,576.46,33.37,29.6,11.389
Blacktown (NSW),2016-03-04 15:00:00 +1000,419.18,31.64,28.9,8.561
Blacktown (NSW),2016-03-04 16:00:00 +1000,453.68,31.65,28.2,9.66
Blacktown (NSW),2016-03-04 17:00:00 +1000,240.34,29.49,26.6,5.225
Blacktown (NSW),2016-03-04 18:00:00 +1000,68.95,27.44,24.4,1.316
Blacktown (NSW),2016-03-04 19:00:00 +1000,7.5,24.49,23.1,0.108
Blacktown (NSW),2016-03-04 20:00:00 +1000,0.01,23.26,22.5,
Blacktown (NSW),2016-03-04 21:00:00 +1000,0,22.56,21.3,
Blacktown (NSW),2016-03-04 22:00:00 +1000,0,21.8,19.7,
Blacktown (NSW),2016-03-04 23:00:00 +1000,0.06,20.89,19.1,
Blacktown (NSW),2016-03-05 00:00:00 +1000,0,20.36,18.3,
Blacktown (NSW),2016-03-05 01:00:00 +1000,0,20.08,18,
Blacktown (NSW),2016-03-05 02:00:00 +1000,0.08,18.68,18,
Blacktown (NSW),2016-03-05 03:00:00 +1000,0.01,18.15,18.1,
Blacktown (NSW),2016-03-05 04:00:00 +1000,0,17.91,18.1,
Blacktown (NSW),2016-03-05 05:00:00 +1000,0,17.52,16.9,
Blacktown (NSW),2016-03-05 06:00:00 +1000,0,17.29,17.1,0
Blacktown (NSW),2016-03-05 07:00:00 +1000,31.16,18,20.3,0.579
Blacktown (NSW),2016-03-05 08:00:00 +1000,214.36,22.24,22.3,3.932
Blacktown (NSW),2016-03-05 09:00:00 +1000,443.81,27.07,23.6,9.46
Blacktown (NSW),2016-03-05 10:00:00 +1000,633.17,29.92,25.5,13.027
Blacktown (NSW),2016-03-05 11:00:00 +1000,755.62,31.68,27,15.046
Blacktown (NSW),2016-03-05 12:00:00 +1000,817.26,34.33,28.4,15.913
Blacktown (NSW),2016-03-05 13:00:00 +1000,816.42,35.53,30.6,15.666
Blacktown (NSW),2016-03-05 14:00:00 +1000,757.49,36.38,31.2,14.761
Blacktown (NSW),2016-03-05 15:00:00 +1000,643.26,36.88,30.9,13.008
Blacktown (NSW),2016-03-05 16:00:00 +1000,466.87,34.64,29.2,9.962
Blacktown (NSW),2016-03-05 17:00:00 +1000,256.89,31.16,27.3,5.606
Blacktown (NSW),2016-03-05 18:00:00 +1000,67.69,28.62,25.1,1.269
Blacktown (NSW),2016-03-05 19:00:00 +1000,6.83,25.32,23.4,0.094
Blacktown (NSW),2016-03-05 20:00:00 +1000,0,23.5,21.9,
Blacktown (NSW),2016-03-05 21:00:00 +1000,0.15,22.34,20.2,
Blacktown (NSW),2016-03-05 22:00:00 +1000,0.02,21.69,19,
