Location,Timestamp,Irradiance (W/m2),System temperature (C),Nearest BOM station temperature (C),PV Yield (kWh)
Blacktown (NSW),2016-01-01 00:00:00 +1000,0,18.17,16.7,
Blacktown (NSW),2016-01-01 01:00:00 +1000,0,18.17,16.7,
Blacktown (NSW),2016-01-01 02:00:00 +1000,0.02,17.61,16.2,
Blacktown (NSW),2016-01-01 03:00:00 +1000,0.08,16.34,15.8,
Blacktown (NSW),2016-01-01 04:00:00 +1000,0.31,16.12,15.4,
Blacktown (NSW),2016-01-01 05:00:00 +1000,0.1,15.93,15.3,0
Blacktown (NSW),2016-01-01 06:00:00 +1000,16.89,16.9,17.5,0.289
Blacktown (NSW),2016-01-01 07:00:00 +1000,87.6,25.95,19.7,1.954
Blacktown (NSW),2016-01-01 08:00:00 +1000,280.68,26.08,21.4,6.582
Blacktown (NSW),2016-01-01 09:00:00 +1000,459.43,28.45,22.5,10.058
Blacktown (NSW),2016-01-01 10:00:00 +1000,665.95,29.97,24.5,13.891
Blacktown (NSW),2016-01-01 11:00:00 +1000,749.87,31.36,25.2,15.103
Blacktown (NSW),2016-01-01 12:00:00 +1000,805,32.98,26.6,15.868
Blacktown (NSW),2016-01-01 13:00:00 +1000,792.91,35.04,28.3,15.514
Blacktown (NSW),2016-01-01 14:00:00 +1000,743.66,31.24,27.9,14.98
Blacktown (NSW),2016-01-01 15:00:00 +1000,631.82,30.9,27.3,13.233
Blacktown (NSW),2016-01-01 16:00:00 +1000,458.93,31.57,26.4,10.108
Blacktown (NSW),2016-01-01 17:00:00 +1000,252.18,30.04,25.1,6.062
Blacktown (NSW),2016-01-01 18:00:00 +1000,73.04,28.35,23.5,1.821
Blacktown (NSW),2016-01-01 19:00:00 +1000,24.31,24.5,21.3,0.468
Blacktown (NSW),2016-01-01 20:00:00 +1000,1.6,21.27,20,0.039
Blacktown (NSW),2016-01-01 21:00:00 +1000,0,20.26,19.6,
Blacktown (NSW),2016-01-01 22:00:00 +1000,0,19.37,18.6,
Blacktown (NSW),2016-01-01 23:00:00 +1000,0,20.13,16.7,
Blacktown (NSW),2016-01-02 00:00:00 +1000,0,17.73,16.8,
Blacktown (NSW),2016-01-02 01:00:00 +1000,0,18.58,16.8,
Blacktown (NSW),2016-01-02 02:00:00 +1000,0,17.93,16.4,
Blacktown (NSW),2016-01-02 03:00:00 +1000,0,17.43,16,
Blacktown (NSW),2016-01-02 04:00:00 +1000,0,16.74,16,
Blacktown (NSW),2016-01-02 05:00:00 +1000,0.02,16.06,15.3,0
Blacktown (NSW),2016-01-02 06:00:00 +1000,24.24,17.31,17.6,0.593
Blacktown (NSW),2016-01-02 07:00:00 +1000,88.16,19.76,20.4,1.992
Blacktown (NSW),2016-01-02 08:00:00 +1000,232.58,23.01,21.5,5.252
Blacktown (NSW),2016-01-02 09:00:00 +1000,394.96,27.43,22.4,8.742
Blacktown (NSW),2016-01-02 10:00:00 +1000,513.07,29.24,24,10.887
Blacktown (NSW),2016-01-02 11:00:00 +1000,472.72,29.41,24.8,10.053
Blacktown (NSW),2016-01-02 12:00:00 +1000,562.47,27.96,25.6,11.884
Blacktown (NSW),2016-01-02 13:00:00 +1000,455.99,28.36,26,9.748
Blacktown (NSW),2016-01-02 14:00:00 +1000,420.07,27.41,24.4,9.137
Blacktown (NSW),2016-01-02 15:00:00 +1000,422.95,27.44,24.3,9.19
Blacktown (NSW),2016-01-02 16:00:00 +1000,286.56,25.46,23.6,6.456
Blacktown (NSW),2016-01-02 17:00:00 +1000,245.83,25.33,22.6,5.732
Blacktown (NSW),2016-01-02 18:00:00 +1000,103.82,23.49,21.6,2.358
Blacktown (NSW),2016-01-02 19:00:00 +1000,16.94,22.08,20.5,0.357
Blacktown (NSW),2016-01-02 20:00:00 +1000,0.22,21.3,20,0.012
Blacktown (NSW),2016-01-02 21:00:00 +1000,0,20.81,19.6,
Blacktown (NSW),2016-01-02 22:00:00 +1000,0,20.54,18.9,
Blacktown (NSW),2016-01-02 23:00:00 +1000,0,19.11,18.8,
Blacktown (NSW),2016-01-03 00:00:00 +1000,0,20.04,18.5,
Blacktown (NSW),2016-01-03 01:00:00 +1000,0,19.78,18.5,
Blacktown (NSW),2016-01-03 02:00:00 +1000,0.02,19.19,18.1,
Blacktown (NSW),2016-01-03 03:00:00 +1000,0.02,18.72,18,
Blacktown (NSW),2016-01-03 04:00:00 +1000,0.01,18.63,17.9,
Blacktown (NSW),2016-01-03 05:00:00 +1000,0,18.36,17.8,
Blacktown (NSW),2016-01-03 06:00:00 +1000,12.6,18.91,18.9,0.259
Blacktown (NSW),2016-01-03 07:00:00 +1000,60.63,20.09,20.2,1.354
Blacktown (NSW),2016-01-03 08:00:00 +1000,125.63,21.47,21.9,2.758
Blacktown (NSW),2016-01-03 09:00:00 +1000,146.27,22.25,20.9,3.203
Blacktown (NSW),2016-01-03 10:00:00 +1000,181.39,21.92,20.7,3.937
Blacktown (NSW),2016-01-03 11:00:00 +1000,182.08,21.74,22.4,3.956
Blacktown (NSW),2016-01-03 12:00:00 +1000,231.45,23.24,22.7,5.005
Blacktown (NSW),2016-01-03 13:00:00 +1000,350.98,24.45,23.1,7.626
Blacktown (NSW),2016-01-03 14:00:00 +1000,205.92,23.71,22.2,4.454
Blacktown (NSW),2016-01-03 15:00:00 +1000,54.28,19.35,18.4,1.009
Blacktown (NSW),2016-01-03 16:00:00 +1000,110.69,18.28,18.7,2.306
Blacktown (NSW),2016-01-03 17:00:00 +1000,157.68,19.29,20.7,3.451
Blacktown (NSW),2016-01-03 18:00:00 +1000,73.52,20.41,20.4,1.632
Blacktown (NSW),2016-01-03 19:00:00 +1000,23.5,20.45,20.3,0.499
Blacktown (NSW),2016-01-03 20:00:00 +1000,0.49,20.11,20.3,0.02
Blacktown (NSW),2016-01-03 21:00:00 +1000,0,20.09,19.8,
Blacktown (NSW),2016-01-03 22:00:00 +1000,0,20.03,18.9,
Blacktown (NSW),2016-01-03 23:00:00 +1000,0.04,19.12,18.4,
Blacktown (NSW),2016-01-04 00:00:00 +1000,0,19.06,18.1,
Blacktown (NSW),2016-01-04 01:00:00 +1000,0,19.29,18.2,
Blacktown (NSW),2016-01-04 02:00:00 +1000,0,19.18,18.4,
Blacktown (NSW),2016-01-04 03:00:00 +1000,0.02,19,18.2,
Blacktown (NSW),2016-01-04 04:00:00 +1000,0.02,19.03,18.4,
Blacktown (NSW),2016-01-04 05:00:00 +1000,0,18.94,18.3,
Blacktown (NSW),2016-01-04 06:00:00 +1000,5.4,19.2,18.7,0.121
Blacktown (NSW),2016-01-04 07:00:00 +1000,51.67,20.36,19.8,1.133
Blacktown (NSW),2016-01-04 08:00:00 +1000,63.04,20.18,18.8,1.351
Blacktown (NSW),2016-01-04 09:00:00 +1000,119.02,19.31,19.8,2.545
Blacktown (NSW),2016-01-04 10:00:00 +1000,167.9,21.08,20,3.588
Blacktown (NSW),2016-01-04 11:00:00 +1000,172.75,22.21,19.3,3.68
Blacktown (NSW),2016-01-04 12:00:00 +1000,204.08,20.82,20.9,4.344
Blacktown (NSW),2016-01-04 13:00:00 +1000,248.92,22.86,22.3,5.305
Blacktown (NSW),2016-01-04 14:00:00 +1000,187.51,21.78,18.8,4.035
Blacktown (NSW),2016-01-04 15:00:00 +1000,148.62,18.24,18.1,3.1
Blacktown (NSW),2016-01-04 16:00:00 +1000,190.38,19.24,18.4,4.055
Blacktown (NSW),2016-01-04 17:00:00 +1000,108.02,19.49,17.9,2.279
Blacktown (NSW),2016-01-04 18:00:00 +1000,47.06,18.23,18.2,0.973
Blacktown (NSW),2016-01-04 19:00:00 +1000,10.24,18.22,18.3,0.177
Blacktown (NSW),2016-01-04 20:00:00 +1000,0.22,18.18,18.5,0.003
Blacktown (NSW),2016-01-04 21:00:00 +1000,0,18.36,18.4,
Blacktown (NSW),2016-01-04 22:00:00 +1000,0.04,18.78,18.4,
Blacktown (NSW),2016-01-04 23:00:00 +1000,0.05,18.42,18.4,
Blacktown (NSW),2016-01-05 00:00:00 +1000,0.07,19.12,18.3,
Blacktown (NSW),2016-01-05 01:00:00 +1000,0.1,19.13,18.4,
Blacktown (NSW),2016-01-05 02:00:00 +1000,0.11,18.64,18,
Blacktown (NSW),2016-01-05 03:00:00 +1000,0.09,18,17.6,
Blacktown (NSW),2016-01-05 04:00:00 +1000,0.01,17.3,17.4,
Blacktown (NSW),2016-01-05 05:00:00 +1000,0.05,17.2,16.7,
Blacktown (NSW),2016-01-05 06:00:00 +1000,4.35,16.85,16.9,0.097
Blacktown (NSW),2016-01-05 07:00:00 +1000,23.63,16.5,17,0.454
Blacktown (NSW),2016-01-05 08:00:00 +1000,67.3,16.45,16.8,1.408
Blacktown (NSW),2016-01-05 09:00:00 +1000,87.42,16.76,17.1,1.817
Blacktown (NSW),2016-01-05 10:00:00 +1000,53.43,17.12,17.6,1.014
Blacktown (NSW),2016-01-05 11:00:00 +1000,46.88,17.58,17.9,0.826
Blacktown (NSW),2016-01-05 12:00:00 +1000,62.97,17.99,18,1.122
Blacktown (NSW),2016-01-05 13:00:00 +1000,97.04,18.03,18,1.854
Blacktown (NSW),2016-01-05 14:00:00 +1000,131.68,17.91,18.4,2.622
Blacktown (NSW),2016-01-05 15:00:00 +1000,150.12,17.95,18.3,3.127
Blacktown (NSW),2016-01-05 16:00:00 +1000,127.86,17.93,18.3,2.664
Blacktown (NSW),2016-01-05 17:00:00 +1000,57.46,17.77,17.8,1.145
Blacktown (NSW),2016-01-05 18:00:00 +1000,49.55,17.72,17.6,0.99
Blacktown (NSW),2016-01-05 19:00:00 +1000,16.08,17.6,17.8,0.299
Blacktown (NSW),2016-01-05 20:00:00 +1000,2.01,17.52,17.9,0.085
Blacktown (NSW),2016-01-05 21:00:00 +1000,0,17.74,17.8,
Blacktown (NSW),2016-01-05 22:00:00 +1000,0,18.19,17.8,
Blacktown (NSW),2016-01-05 23:00:00 +1000,0.04,16.93,17.9,
Blacktown (NSW),2016-01-06 00:00:00 +1000,0.06,18.53,17.5,
Blacktown (NSW),2016-01-06 01:00:00 +1000,0.05,17.64,17.3,
Blacktown (NSW),2016-01-06 02:00:00 +1000,0.05,17.06,16.5,
Blacktown (NSW),2016-01-06 03:00:00 +1000,0.09,16.69,16.4,
Blacktown (NSW),2016-01-06 04:00:00 +1000,0.41,16.2,16.4,
Blacktown (NSW),2016-01-06 05:00:00 +1000,0.32,16.27,16.6,
Blacktown (NSW),2016-01-06 06:00:00 +1000,0.41,16.53,16.4,0
Blacktown (NSW),2016-01-06 07:00:00 +1000,2.67,16.43,16.4,0.01
Blacktown (NSW),2016-01-06 08:00:00 +1000,16.14,16.29,16.4,0.236
Blacktown (NSW),2016-01-06 09:00:00 +1000,29.66,16.41,16.7,0.498
Blacktown (NSW),2016-01-06 10:00:00 +1000,53.2,16.64,17.2,1.009
Blacktown (NSW),2016-01-06 11:00:00 +1000,52.02,17.27,17.1,0.991
Blacktown (NSW),2016-01-06 12:00:00 +1000,108.02,17.73,17.4,2.171
Blacktown (NSW),2016-01-06 13:00:00 +1000,90.32,17.42,17.6,1.769
Blacktown (NSW),2016-01-06 14:00:00 +1000,103.16,17.85,17.6,2.064
Blacktown (NSW),2016-01-06 15:00:00 +1000,147.91,17.14,17.6,3.087
Blacktown (NSW),2016-01-06 16:00:00 +1000,56.59,16.96,17.9,1.121
Blacktown (NSW),2016-01-06 17:00:00 +1000,94.48,17.21,17.6,1.999
Blacktown (NSW),2016-01-06 18:00:00 +1000,81.59,17.82,17.8,1.77
Blacktown (NSW),2016-01-06 19:00:00 +1000,26.3,18.02,17.8,0.556
Blacktown (NSW),2016-01-06 20:00:00 +1000,2.58,18.06,17.3,0.114
Blacktown (NSW),2016-01-06 21:00:00 +1000,0.04,17.29,17.3,
Blacktown (NSW),2016-01-06 22:00:00 +1000,0,17.19,17.3,
Blacktown (NSW),2016-01-06 23:00:00 +1000,0.58,16.71,16.8,
Blacktown (NSW),2016-01-07 00:00:00 +1000,0.01,16.78,16.9,
Blacktown (NSW),2016-01-07 01:00:00 +1000,0.02,16.92,16.4,
Blacktown (NSW),2016-01-07 02:00:00 +1000,0.06,16.62,16.7,
Blacktown (NSW),2016-01-07 03:00:00 +1000,0,15.75,15.7,
Blacktown (NSW),2016-01-07 04:00:00 +1000,0.02,15.54,15.7,
Blacktown (NSW),2016-01-07 05:00:00 +1000,0,16.07,16.1,
Blacktown (NSW),2016-01-07 06:00:00 +1000,7.59,16.25,16.6,0.124
Blacktown (NSW),2016-01-07 07:00:00 +1000,63.34,17.69,18.8,1.366
Blacktown (NSW),2016-01-07 08:00:00 +1000,174.9,20.34,20.2,3.831
Blacktown (NSW),2016-01-07 09:00:00 +1000,288.39,21.48,19.1,6.231
Blacktown (NSW),2016-01-07 10:00:00 +1000,360.62,21.24,20.7,7.664
Blacktown (NSW),2016-01-07 11:00:00 +1000,529.67,23.25,22.9,10.78
Blacktown (NSW),2016-01-07 12:00:00 +1000,600.68,24.4,22.5,11.888
Blacktown (NSW),2016-01-07 13:00:00 +1000,324.94,23.88,22.7,6.88
Blacktown (NSW),2016-01-07 14:00:00 +1000,490.99,23.44,21.9,10.179
Blacktown (NSW),2016-01-07 15:00:00 +1000,267.28,22.38,20.8,5.829
Blacktown (NSW),2016-01-07 16:00:00 +1000,272.59,21.76,20.9,6.027
Blacktown (NSW),2016-01-07 17:00:00 +1000,288.93,22.98,22.3,6.766
Blacktown (NSW),2016-01-07 18:00:00 +1000,97.27,22.79,21.3,2.321
Blacktown (NSW),2016-01-07 19:00:00 +1000,22.78,21.1,19.5,0.401
Blacktown (NSW),2016-01-07 20:00:00 +1000,2.2,19.61,18.4,0.04
Blacktown (NSW),2016-01-07 21:00:00 +1000,0.01,18.64,17.1,
Blacktown (NSW),2016-01-07 22:00:00 +1000,0.13,17.28,15.8,
Blacktown (NSW),2016-01-07 23:00:00 +1000,0.3,18.93,16.2,
Blacktown (NSW),2016-01-08 00:00:00 +1000,0.76,15.79,15.6,
Blacktown (NSW),2016-01-08 01:00:00 +1000,0.76,15.2,15,
Blacktown (NSW),2016-01-08 02:00:00 +1000,0.92,14.59,14.7,
Blacktown (NSW),2016-01-08 03:00:00 +1000,0,13.65,14.9,
Blacktown (NSW),2016-01-08 04:00:00 +1000,0,13.58,14.4,
Blacktown (NSW),2016-01-08 05:00:00 +1000,0.02,13.08,12.7,0
Blacktown (NSW),2016-01-08 06:00:00 +1000,11.81,13.64,,0.223
Blacktown (NSW),2016-01-08 07:00:00 +1000,103.82,17.44,,2.361
Blacktown (NSW),2016-01-08 08:00:00 +1000,300.76,23.51,,6.932
Blacktown (NSW),2016-01-08 09:00:00 +1000,480.94,27.09,21.5,10.636
Blacktown (NSW),2016-01-08 10:00:00 +1000,639.54,29.33,23.2,13.446
Blacktown (NSW),2016-01-08 11:00:00 +1000,722.6,31.36,24.2,14.346
Blacktown (NSW),2016-01-08 12:00:00 +1000,669.65,30.66,25.5,13.204
Blacktown (NSW),2016-01-08 13:00:00 +1000,772.72,32.89,25.9,15.287
Blacktown (NSW),2016-01-08 14:00:00 +1000,736.78,33.08,27.1,14.73
Blacktown (NSW),2016-01-08 15:00:00 +1000,632.22,31.33,26.2,13.164
Blacktown (NSW),2016-01-08 16:00:00 +1000,472.31,29.02,25.2,10.349
Blacktown (NSW),2016-01-08 17:00:00 +1000,235.42,27.24,23.9,5.659
Blacktown (NSW),2016-01-08 18:00:00 +1000,89.78,26.24,22.5,2.233
Blacktown (NSW),2016-01-08 19:00:00 +1000,24,23.44,20.4,0.424
Blacktown (NSW),2016-01-08 20:00:00 +1000,2.59,20.51,19.3,0.046
Blacktown (NSW),2016-01-08 21:00:00 +1000,0.08,19.26,18.5,
Blacktown (NSW),2016-01-08 22:00:00 +1000,0.2,18.49,18.4,
Blacktown (NSW),2016-01-08 23:00:00 +1000,0,19.27,16.5,
Blacktown (NSW),2016-01-09 00:00:00 +1000,0.15,18.27,16.7,
Blacktown (NSW),2016-01-09 01:00:00 +1000,0,17.62,18.1,
Blacktown (NSW),2016-01-09 02:00:00 +1000,0,18.48,18,
Blacktown (NSW),2016-01-09 03:00:00 +1000,0,18.7,17.9,
Blacktown (NSW),2016-01-09 04:00:00 +1000,0,18.76,18.3,
Blacktown (NSW),2016-01-09 05:00:00 +1000,0,18.95,18,
Blacktown (NSW),2016-01-09 06:00:00 +1000,11.78,19.11,18.9,0.258
Blacktown (NSW),2016-01-09 07:00:00 +1000,74.63,21.33,20.1,1.665
Blacktown (NSW),2016-01-09 08:00:00 +1000,167.92,24.1,20.9,3.682
Blacktown (NSW),2016-01-09 09:00:00 +1000,180.23,24.68,21.5,3.896
Blacktown (NSW),2016-01-09 10:00:00 +1000,218.91,25.33,21.7,4.748
Blacktown (NSW),2016-01-09 11:00:00 +1000,374.31,27.76,22.7,8.026
Blacktown (NSW),2016-01-09 12:00:00 +1000,486.14,29.68,24.4,10.249
Blacktown (NSW),2016-01-09 13:00:00 +1000,752.19,33,25.9,14.727
Blacktown (NSW),2016-01-09 14:00:00 +1000,713.01,33.43,26.1,14.246
Blacktown (NSW),2016-01-09 15:00:00 +1000,655.78,34.12,27.6,13.325
Blacktown (NSW),2016-01-09 16:00:00 +1000,453.7,34.27,26.9,9.682
Blacktown (NSW),2016-01-09 17:00:00 +1000,307.47,31.45,25.7,6.913
Blacktown (NSW),2016-01-09 18:00:00 +1000,148.88,27.61,23.7,3.412
Blacktown (NSW),2016-01-09 19:00:00 +1000,39.93,24.8,22.2,0.883
Blacktown (NSW),2016-01-09 20:00:00 +1000,1.48,22.09,20.9,0.036
Blacktown (NSW),2016-01-09 21:00:00 +1000,0,20.8,19.9,
Blacktown (NSW),2016-01-09 22:00:00 +1000,0,19.84,18.5,
Blacktown (NSW),2016-01-09 23:00:00 +1000,0.16,21.4,18,
Blacktown (NSW),2016-01-10 00:00:00 +1000,0,19.22,17.6,
Blacktown (NSW),2016-01-10 01:00:00 +1000,0,17.93,17,
Blacktown (NSW),2016-01-10 02:00:00 +1000,0,17.13,16.8,
Blacktown (NSW),2016-01-10 03:00:00 +1000,0,16.81,16.8,
Blacktown (NSW),2016-01-10 04:00:00 +1000,0,16.18,15.7,
Blacktown (NSW),2016-01-10 05:00:00 +1000,0,16.19,15.5,
Blacktown (NSW),2016-01-10 06:00:00 +1000,14,16.55,16.6,0.295
Blacktown (NSW),2016-01-10 07:00:00 +1000,68.64,19.82,19.9,1.492
Blacktown (NSW),2016-01-10 08:00:00 +1000,240.7,23.66,21.4,5.44
Blacktown (NSW),2016-01-10 09:00:00 +1000,468.64,28.44,23.1,10.29
Blacktown (NSW),2016-01-10 10:00:00 +1000,647.66,31.55,24.8,13.419
Blacktown (NSW),2016-01-10 11:00:00 +1000,747.53,32.71,26.5,14.988
Blacktown (NSW),2016-01-10 12:00:00 +1000,797.35,35.48,28.2,15.563
Blacktown (NSW),2016-01-10 13:00:00 +1000,796.34,35.53,29,15.436
Blacktown (NSW),2016-01-10 14:00:00 +1000,739.89,37.05,29.9,14.589
Blacktown (NSW),2016-01-10 15:00:00 +1000,623.66,37.32,30.3,12.754
Blacktown (NSW),2016-01-10 16:00:00 +1000,440.45,34.01,29.9,9.515
Blacktown (NSW),2016-01-10 17:00:00 +1000,257.53,32.53,27.4,5.959
Blacktown (NSW),2016-01-10 18:00:00 +1000,84.05,30.22,25.1,1.982
Blacktown (NSW),2016-01-10 19:00:00 +1000,23.05,25.8,23.3,0.45
Blacktown (NSW),2016-01-10 20:00:00 +1000,3.27,23.62,22.1,0.082
Blacktown (NSW),2016-01-10 21:00:00 +1000,0,22.67,21.5,
Blacktown (NSW),2016-01-10 22:00:00 +1000,0.08,21.92,21,
Blacktown (NSW),2016-01-10 23:00:00 +1000,0.02,26.2,20.2,
Blacktown (NSW),2016-01-11 00:00:00 +1000,0.25,20.79,20,
Blacktown (NSW),2016-01-11 01:00:00 +1000,0.07,20.22,19.1,
Blacktown (NSW),2016-01-11 02:00:00 +1000,0,20.03,19.3,
Blacktown (NSW),2016-01-11 03:00:00 +1000,0,19.68,18.7,
Blacktown (NSW),2016-01-11 04:00:00 +1000,0.32,19.26,18.6,
Blacktown (NSW),2016-01-11 05:00:00 +1000,0.12,19.02,18.4,
Blacktown (NSW),2016-01-11 06:00:00 +1000,12.68,19.63,19.3,0.232
Blacktown (NSW),2016-01-11 07:00:00 +1000,77.25,25.45,21.6,1.655
Blacktown (NSW),2016-01-11 08:00:00 +1000,252.84,27.1,23.4,5.77
Blacktown (NSW),2016-01-11 09:00:00 +1000,457.63,30.62,26.4,9.971
Blacktown (NSW),2016-01-11 10:00:00 +1000,624.34,34.02,28.6,12.932
Blacktown (NSW),2016-01-11 11:00:00 +1000,731.85,37.55,31.5,14.515
Blacktown (NSW),2016-01-11 12:00:00 +1000,779.02,41.18,33.8,14.923
Blacktown (NSW),2016-01-11 13:00:00 +1000,772.56,43.05,35.5,14.511
Blacktown (NSW),2016-01-11 14:00:00 +1000,723.84,42.81,35.7,13.921
Blacktown (NSW),2016-01-11 15:00:00 +1000,273.09,39.78,35.1,5.509
Blacktown (NSW),2016-01-11 16:00:00 +1000,280.51,40.46,32.5,6.032
Blacktown (NSW),2016-01-11 17:00:00 +1000,109.43,35.56,31.4,2.449
Blacktown (NSW),2016-01-11 18:00:00 +1000,84.99,34.93,31.4,1.952
Blacktown (NSW),2016-01-11 19:00:00 +1000,22.37,32.03,30.3,0.414
Blacktown (NSW),2016-01-11 20:00:00 +1000,1.86,29.99,28.3,0.046
Blacktown (NSW),2016-01-11 21:00:00 +1000,0,28.09,27,
Blacktown (NSW),2016-01-11 22:00:00 +1000,0.01,26.98,26.5,
Blacktown (NSW),2016-01-11 23:00:00 +1000,0,22.94,26.1,
Blacktown (NSW),2016-01-12 00:00:00 +1000,0.13,25.43,25.7,
Blacktown (NSW),2016-01-12 01:00:00 +1000,0,25.31,24.2,
Blacktown (NSW),2016-01-12 02:00:00 +1000,0,24.14,21.8,
Blacktown (NSW),2016-01-12 03:00:00 +1000,0,23.7,21.3,
Blacktown (NSW),2016-01-12 04:00:00 +1000,0,23.58,21.4,
Blacktown (NSW),2016-01-12 05:00:00 +1000,0,23.01,22.6,
Blacktown (NSW),2016-01-12 06:00:00 +1000,9.9,23.4,22.4,0.197
Blacktown (NSW),2016-01-12 07:00:00 +1000,111.77,29.79,25.1,2.471
Blacktown (NSW),2016-01-12 08:00:00 +1000,176.06,29.42,27.6,3.923
Blacktown (NSW),2016-01-12 09:00:00 +1000,322.5,34.9,29.9,7.06
Blacktown (NSW),2016-01-12 10:00:00 +1000,427.82,37.85,31.1,9.158
Blacktown (NSW),2016-01-12 11:00:00 +1000,393.46,38.82,32.1,8.452
Blacktown (NSW),2016-01-12 12:00:00 +1000,404.39,39.24,31.8,8.544
Blacktown (NSW),2016-01-12 13:00:00 +1000,295.75,33.86,29,6.457
Blacktown (NSW),2016-01-12 14:00:00 +1000,364.17,31.06,27.4,7.932
Blacktown (NSW),2016-01-12 15:00:00 +1000,339.43,28.92,26.5,7.461
Blacktown (NSW),2016-01-12 16:00:00 +1000,317.84,27.01,26.1,7
Blacktown (NSW),2016-01-12 17:00:00 +1000,212.24,26.16,25.4,4.705
Blacktown (NSW),2016-01-12 18:00:00 +1000,81.88,25.54,24.5,1.806
Blacktown (NSW),2016-01-12 19:00:00 +1000,48.76,24.79,22.8,1.055
Blacktown (NSW),2016-01-12 20:00:00 +1000,1.81,23.46,22.5,0.038
Blacktown (NSW),2016-01-12 21:00:00 +1000,0,23.17,22.4,
Blacktown (NSW),2016-01-12 22:00:00 +1000,0,23.22,22.1,
Blacktown (NSW),2016-01-12 23:00:00 +1000,0.02,23.94,21,
Blacktown (NSW),2016-01-13 00:00:00 +1000,0,22.72,19.3,
Blacktown (NSW),2016-01-13 01:00:00 +1000,0,22.43,20.4,
Blacktown (NSW),2016-01-13 02:00:00 +1000,0.03,22.01,19.6,
Blacktown (NSW),2016-01-13 03:00:00 +1000,0,21.58,18.9,
Blacktown (NSW),2016-01-13 04:00:00 +1000,0.01,20.93,18.2,
Blacktown (NSW),2016-01-13 05:00:00 +1000,0.45,20.34,17.6,
Blacktown (NSW),2016-01-13 06:00:00 +1000,11.76,20,19.4,0.194
Blacktown (NSW),2016-01-13 07:00:00 +1000,77.17,27.11,22.7,1.558
Blacktown (NSW),2016-01-13 08:00:00 +1000,252.45,26.55,23.4,5.629
Blacktown (NSW),2016-01-13 09:00:00 +1000,465.2,29.97,23.5,9.918
Blacktown (NSW),2016-01-13 10:00:00 +1000,647.85,32.93,25.8,13.341
Blacktown (NSW),2016-01-13 11:00:00 +1000,731.4,33.72,27.2,14.567
Blacktown (NSW),2016-01-13 12:00:00 +1000,785.11,35.55,28.4,15.285
Blacktown (NSW),2016-01-13 13:00:00 +1000,780.86,36.88,29.6,15.149
Blacktown (NSW),2016-01-13 14:00:00 +1000,724.6,38.55,30.8,14.204
Blacktown (NSW),2016-01-13 15:00:00 +1000,612.29,38.96,31.1,12.35
Blacktown (NSW),2016-01-13 16:00:00 +1000,454.6,35.93,30.3,9.683
Blacktown (NSW),2016-01-13 17:00:00 +1000,251.93,34.29,29.3,5.751
Blacktown (NSW),2016-01-13 18:00:00 +1000,85.28,33.58,27.4,2.025
Blacktown (NSW),2016-01-13 19:00:00 +1000,25.28,29.87,25.3,0.46
Blacktown (NSW),2016-01-13 20:00:00 +1000,2.02,26.23,24.4,0.036
Blacktown (NSW),2016-01-13 21:00:00 +1000,0,24.72,23.3,
Blacktown (NSW),2016-01-13 22:00:00 +1000,0.01,24.32,22.5,
Blacktown (NSW),2016-01-13 23:00:00 +1000,0,15.34,21.8,
Blacktown (NSW),2016-01-14 00:00:00 +1000,0,23.8,22.4,
Blacktown (NSW),2016-01-14 01:00:00 +1000,0,23.08,21.7,
Blacktown (NSW),2016-01-14 02:00:00 +1000,0,22.39,21.5,
Blacktown (NSW),2016-01-14 03:00:00 +1000,0,22.49,21.6,
Blacktown (NSW),2016-01-14 04:00:00 +1000,0,22.2,21.4,
Blacktown (NSW),2016-01-14 05:00:00 +1000,0,22.43,21.7,
Blacktown (NSW),2016-01-14 06:00:00 +1000,10.33,22.88,23.4,0.184
Blacktown (NSW),2016-01-14 07:00:00 +1000,71.37,30.94,25.8,1.445
Blacktown (NSW),2016-01-14 08:00:00 +1000,238.13,33.51,29.1,5.333
Blacktown (NSW),2016-01-14 09:00:00 +1000,446.08,37.11,32.2,9.601
Blacktown (NSW),2016-01-14 10:00:00 +1000,606.14,41.17,34.4,12.305
Blacktown (NSW),2016-01-14 11:00:00 +1000,723.64,43.76,36.8,14.026
Blacktown (NSW),2016-01-14 12:00:00 +1000,670.85,45.15,37.4,12.55
Blacktown (NSW),2016-01-14 13:00:00 +1000,630.78,45.09,39,12.025
Blacktown (NSW),2016-01-14 14:00:00 +1000,323.59,42.76,26.1,6.316
Blacktown (NSW),2016-01-14 15:00:00 +1000,100.53,30.5,30.2,2.148
Blacktown (NSW),2016-01-14 16:00:00 +1000,220.23,32.77,28.1,4.728
Blacktown (NSW),2016-01-14 17:00:00 +1000,125.76,27.97,22.6,2.693
Blacktown (NSW),2016-01-14 18:00:00 +1000,40.56,22.95,21,0.836
Blacktown (NSW),2016-01-14 19:00:00 +1000,8.95,20.96,19.6,0.156
Blacktown (NSW),2016-01-14 20:00:00 +1000,0,20.44,18.7,0
Blacktown (NSW),2016-01-14 21:00:00 +1000,0,19.5,16.9,
Blacktown (NSW),2016-01-14 22:00:00 +1000,0,16.38,15.4,
Blacktown (NSW),2016-01-14 23:00:00 +1000,0,16.52,14.8,
Blacktown (NSW),2016-01-15 00:00:00 +1000,0,14.67,14.7,
Blacktown (NSW),2016-01-15 01:00:00 +1000,0,14.77,14.4,
