Location,Timestamp,Irradiance (W/m2),System temperature (C),Nearest BOM station temperature (C),PV Yield (kWh)
Blacktown (NSW),2015-06-20 14:00:00 +1000,589.881,15.993,14.3,10.406
Blacktown (NSW),2015-06-20 15:00:00 +1000,171.911,14.41,14.7,1.948
Blacktown (NSW),2015-06-20 16:00:00 +1000,41.048,13.296,13.5,1.091
Blacktown (NSW),2015-06-20 17:00:00 +1000,26.871,12.583,10.5,0.519
Blacktown (NSW),2015-06-20 18:00:00 +1000,0.343,8.795,9.8,0.011
Blacktown (NSW),2015-06-20 19:00:00 +1000,0,8.101,8.9,
Blacktown (NSW),2015-06-20 20:00:00 +1000,0,7.885,8.6,
Blacktown (NSW),2015-06-20 21:00:00 +1000,0,6.894,7.2,
Blacktown (NSW),2015-06-20 22:00:00 +1000,0.004,6.59,7.8,
Blacktown (NSW),2015-06-20 23:00:00 +1000,0.038,5.92,8,
Blacktown (NSW),2015-06-21 00:00:00 +1000,0,8.269,7.6,
Blacktown (NSW),2015-06-21 01:00:00 +1000,0.016,5.597,7.6,
Blacktown (NSW),2015-06-21 02:00:00 +1000,0.102,5.328,8.1,
Blacktown (NSW),2015-06-21 03:00:00 +1000,0.043,6,8.1,
Blacktown (NSW),2015-06-21 04:00:00 +1000,0.16,6.124,7.8,
Blacktown (NSW),2015-06-21 05:00:00 +1000,0.039,5.975,7.8,
Blacktown (NSW),2015-06-21 06:00:00 +1000,0.055,5.8,8,
Blacktown (NSW),2015-06-21 07:00:00 +1000,0.027,4.956,7.9,
Blacktown (NSW),2015-06-21 08:00:00 +1000,19.223,4.994,8.7,0.31
Blacktown (NSW),2015-06-21 09:00:00 +1000,158.072,7.462,9.7,2.167
Blacktown (NSW),2015-06-21 10:00:00 +1000,282.76,12.211,11.8,5.693
Blacktown (NSW),2015-06-21 11:00:00 +1000,314.26,15.473,13.6,6.746
Blacktown (NSW),2015-06-21 12:00:00 +1000,183.152,16.687,14.2,4.068
Blacktown (NSW),2015-06-21 13:00:00 +1000,251.853,17.447,14.1,5.541
Blacktown (NSW),2015-06-21 14:00:00 +1000,194.926,16.093,14,4.266
Blacktown (NSW),2015-06-21 15:00:00 +1000,138.652,16.789,14.7,3.026
Blacktown (NSW),2015-06-21 16:00:00 +1000,84.727,16.188,14.2,1.881
Blacktown (NSW),2015-06-21 17:00:00 +1000,27.544,14.204,12.8,0.558
Blacktown (NSW),2015-06-21 18:00:00 +1000,0.333,11.784,12.3,0.008
Blacktown (NSW),2015-06-21 19:00:00 +1000,0.237,11.577,12.1,
Blacktown (NSW),2015-06-21 20:00:00 +1000,0.203,10.807,10.9,
Blacktown (NSW),2015-06-21 21:00:00 +1000,0.147,9.304,9.3,
Blacktown (NSW),2015-06-21 22:00:00 +1000,0,8.97,9.9,
Blacktown (NSW),2015-06-21 23:00:00 +1000,0,9.354,9.9,
Blacktown (NSW),2015-06-22 00:00:00 +1000,0.188,8.351,9,
Blacktown (NSW),2015-06-22 01:00:00 +1000,0,6.508,7.4,
Blacktown (NSW),2015-06-22 02:00:00 +1000,0,7.101,6.2,
Blacktown (NSW),2015-06-22 03:00:00 +1000,0.008,6.274,6.6,
Blacktown (NSW),2015-06-22 04:00:00 +1000,0.035,5.82,5.3,
Blacktown (NSW),2015-06-22 05:00:00 +1000,0.021,4.966,5.1,
Blacktown (NSW),2015-06-22 06:00:00 +1000,0.051,4.745,4.2,
Blacktown (NSW),2015-06-22 07:00:00 +1000,0.093,4.178,3.4,
Blacktown (NSW),2015-06-22 08:00:00 +1000,16.99,4.359,5,0.195
Blacktown (NSW),2015-06-22 09:00:00 +1000,227.478,5.592,6.3,2.83
Blacktown (NSW),2015-06-22 10:00:00 +1000,478.35,9.096,9.3,9.474
Blacktown (NSW),2015-06-22 11:00:00 +1000,598.824,13.89,11.6,13.085
Blacktown (NSW),2015-06-22 12:00:00 +1000,658.462,16.95,13.9,14.312
Blacktown (NSW),2015-06-22 13:00:00 +1000,657.191,18.662,15.4,14.256
Blacktown (NSW),2015-06-22 14:00:00 +1000,524.908,20.182,16.1,9.73
Blacktown (NSW),2015-06-22 15:00:00 +1000,219.334,18.815,15.8,3.053
Blacktown (NSW),2015-06-22 16:00:00 +1000,77.108,16.824,15.6,1.887
Blacktown (NSW),2015-06-22 17:00:00 +1000,33.309,15.433,11.9,0.735
Blacktown (NSW),2015-06-22 18:00:00 +1000,0.325,13.358,11.2,0.016
Blacktown (NSW),2015-06-22 19:00:00 +1000,0,12.759,11.1,
Blacktown (NSW),2015-06-22 20:00:00 +1000,0,11.755,10.1,
Blacktown (NSW),2015-06-22 21:00:00 +1000,0.534,10.467,9.4,
Blacktown (NSW),2015-06-22 22:00:00 +1000,0,10.31,10.5,
Blacktown (NSW),2015-06-22 23:00:00 +1000,0.012,9.168,9.4,
Blacktown (NSW),2015-06-23 00:00:00 +1000,0.019,12.765,7.9,
Blacktown (NSW),2015-06-23 01:00:00 +1000,0.327,7.406,7.3,
Blacktown (NSW),2015-06-23 02:00:00 +1000,0.063,7.497,7.8,
Blacktown (NSW),2015-06-23 03:00:00 +1000,0.098,7.195,6.4,
Blacktown (NSW),2015-06-23 04:00:00 +1000,0.043,6.735,6.6,
Blacktown (NSW),2015-06-23 05:00:00 +1000,0.125,6.461,5.7,
Blacktown (NSW),2015-06-23 06:00:00 +1000,0.123,5.873,4.8,
Blacktown (NSW),2015-06-23 07:00:00 +1000,0.051,5.397,4,
Blacktown (NSW),2015-06-23 08:00:00 +1000,15.998,5.484,5.6,0.164
Blacktown (NSW),2015-06-23 09:00:00 +1000,258.226,7.063,8.5,2.574
Blacktown (NSW),2015-06-23 10:00:00 +1000,479.282,10.935,10.8,9.459
Blacktown (NSW),2015-06-23 11:00:00 +1000,598.759,15.916,13.9,12.953
Blacktown (NSW),2015-06-23 12:00:00 +1000,658.414,20.108,15.8,14.068
Blacktown (NSW),2015-06-23 13:00:00 +1000,632.058,21.276,16.6,13.381
Blacktown (NSW),2015-06-23 14:00:00 +1000,583.874,22.366,18.5,10.515
Blacktown (NSW),2015-06-23 15:00:00 +1000,188.317,20.294,17.5,2.76
Blacktown (NSW),2015-06-23 16:00:00 +1000,75.876,18.559,16.8,1.826
Blacktown (NSW),2015-06-23 17:00:00 +1000,20.582,16.794,13.7,0.428
Blacktown (NSW),2015-06-23 18:00:00 +1000,0.292,15.175,13.9,0.02
Blacktown (NSW),2015-06-23 19:00:00 +1000,0.023,13.555,13.7,
Blacktown (NSW),2015-06-23 20:00:00 +1000,0,12.976,12.3,
Blacktown (NSW),2015-06-23 21:00:00 +1000,0,13.204,12.2,
Blacktown (NSW),2015-06-23 22:00:00 +1000,0.008,12.677,12.3,
Blacktown (NSW),2015-06-23 23:00:00 +1000,0.011,12.425,12.4,
Blacktown (NSW),2015-06-24 00:00:00 +1000,0.023,13.902,12.5,
Blacktown (NSW),2015-06-24 01:00:00 +1000,0.02,12.494,12.1,
Blacktown (NSW),2015-06-24 02:00:00 +1000,0.028,12.39,10.5,
Blacktown (NSW),2015-06-24 03:00:00 +1000,0.051,11.301,10.8,
Blacktown (NSW),2015-06-24 04:00:00 +1000,0.336,10.066,9.3,
Blacktown (NSW),2015-06-24 05:00:00 +1000,0.472,9.906,9.6,
Blacktown (NSW),2015-06-24 06:00:00 +1000,0.774,9.47,10.1,
Blacktown (NSW),2015-06-24 07:00:00 +1000,0.778,9.121,8.6,
Blacktown (NSW),2015-06-24 08:00:00 +1000,17.745,8.77,10.8,0.295
Blacktown (NSW),2015-06-24 09:00:00 +1000,265.236,11.526,12.5,3.299
Blacktown (NSW),2015-06-24 10:00:00 +1000,239.021,15.587,13.6,4.541
Blacktown (NSW),2015-06-24 11:00:00 +1000,431.435,18.089,15.4,9.139
Blacktown (NSW),2015-06-24 12:00:00 +1000,648.516,22.252,17.4,13.684
Blacktown (NSW),2015-06-24 13:00:00 +1000,487.084,22.06,19.5,10.408
Blacktown (NSW),2015-06-24 14:00:00 +1000,503.271,23.677,19.1,9.114
Blacktown (NSW),2015-06-24 15:00:00 +1000,201.863,21.642,18,3.068
Blacktown (NSW),2015-06-24 16:00:00 +1000,80.722,19.96,17.3,1.822
Blacktown (NSW),2015-06-24 17:00:00 +1000,27.031,18.204,14.9,0.619
Blacktown (NSW),2015-06-24 18:00:00 +1000,0.067,16.621,16.1,0.004
Blacktown (NSW),2015-06-24 19:00:00 +1000,0,15.584,14.6,
Blacktown (NSW),2015-06-24 20:00:00 +1000,0.031,15.107,14.3,
Blacktown (NSW),2015-06-24 21:00:00 +1000,0.023,14.836,14.2,
Blacktown (NSW),2015-06-24 22:00:00 +1000,0.008,14.48,13.4,
Blacktown (NSW),2015-06-24 23:00:00 +1000,0.05,14.351,14,
Blacktown (NSW),2015-06-25 00:00:00 +1000,0,11.78,12.8,
Blacktown (NSW),2015-06-25 01:00:00 +1000,0.035,13.301,12.7,
Blacktown (NSW),2015-06-25 02:00:00 +1000,0.019,12.482,12.1,
Blacktown (NSW),2015-06-25 03:00:00 +1000,0.008,11.805,11.2,
Blacktown (NSW),2015-06-25 04:00:00 +1000,0.031,11.845,11.2,
Blacktown (NSW),2015-06-25 05:00:00 +1000,0.132,11.675,10.7,
Blacktown (NSW),2015-06-25 06:00:00 +1000,0.13,10.63,9.6,
Blacktown (NSW),2015-06-25 07:00:00 +1000,0.028,10.052,10.4,
Blacktown (NSW),2015-06-25 08:00:00 +1000,15.136,10.799,12.4,0.291
Blacktown (NSW),2015-06-25 09:00:00 +1000,82.371,12.431,15.1,1.641
Blacktown (NSW),2015-06-25 10:00:00 +1000,190.242,15.646,15.5,4.029
Blacktown (NSW),2015-06-25 11:00:00 +1000,365.701,18.155,17.7,7.626
Blacktown (NSW),2015-06-25 12:00:00 +1000,502.835,18.728,17.8,10.509
Blacktown (NSW),2015-06-25 13:00:00 +1000,278.6,19.592,17.9,5.882
Blacktown (NSW),2015-06-25 14:00:00 +1000,285.243,19.774,17.7,5.672
Blacktown (NSW),2015-06-25 15:00:00 +1000,214.429,18.911,15.4,3.558
Blacktown (NSW),2015-06-25 16:00:00 +1000,24.93,14.891,14.5,0.465
Blacktown (NSW),2015-06-25 17:00:00 +1000,12.871,14.325,13.8,0.256
Blacktown (NSW),2015-06-25 18:00:00 +1000,0.006,13.94,13.5,0
Blacktown (NSW),2015-06-25 19:00:00 +1000,0.004,13.639,13.3,
Blacktown (NSW),2015-06-25 20:00:00 +1000,0.008,13.568,13.1,
Blacktown (NSW),2015-06-25 21:00:00 +1000,0.096,13.494,13.2,
Blacktown (NSW),2015-06-25 22:00:00 +1000,0.011,13.285,12.8,
Blacktown (NSW),2015-06-25 23:00:00 +1000,0.089,12.019,12.2,
Blacktown (NSW),2015-06-26 00:00:00 +1000,0.669,7.25,12.4,
Blacktown (NSW),2015-06-26 01:00:00 +1000,0,12.359,12.5,
Blacktown (NSW),2015-06-26 02:00:00 +1000,0,12.58,12.3,
Blacktown (NSW),2015-06-26 03:00:00 +1000,0,12.2,11.9,
Blacktown (NSW),2015-06-26 04:00:00 +1000,0,11.218,11.3,
Blacktown (NSW),2015-06-26 05:00:00 +1000,0,10.716,11.1,
Blacktown (NSW),2015-06-26 06:00:00 +1000,0,9.996,10.4,
Blacktown (NSW),2015-06-26 07:00:00 +1000,0,9.156,10.1,
Blacktown (NSW),2015-06-26 08:00:00 +1000,14.165,7.999,10.9,0.184
Blacktown (NSW),2015-06-26 09:00:00 +1000,240.9,11.269,12.2,2.418
Blacktown (NSW),2015-06-26 10:00:00 +1000,464.271,14.389,13.9,7.314
Blacktown (NSW),2015-06-26 11:00:00 +1000,588.896,16.195,15.3,12.048
Blacktown (NSW),2015-06-26 12:00:00 +1000,659.383,17.57,16.1,14.232
Blacktown (NSW),2015-06-26 13:00:00 +1000,656.346,18.422,16.8,14.307
Blacktown (NSW),2015-06-26 14:00:00 +1000,621.636,19.89,17.2,13.439
Blacktown (NSW),2015-06-26 15:00:00 +1000,232.074,18.333,17.3,3.037
Blacktown (NSW),2015-06-26 16:00:00 +1000,63.377,16.064,15.9,1.606
Blacktown (NSW),2015-06-26 17:00:00 +1000,46.336,15.769,11.7,0.953
Blacktown (NSW),2015-06-26 18:00:00 +1000,0.779,11.34,10.8,0.017
Blacktown (NSW),2015-06-26 19:00:00 +1000,0.05,9.718,10.1,
Blacktown (NSW),2015-06-26 20:00:00 +1000,0.106,9.363,9.8,
Blacktown (NSW),2015-06-26 21:00:00 +1000,0.783,7.922,9,
Blacktown (NSW),2015-06-26 22:00:00 +1000,0.644,8.527,9.5,
Blacktown (NSW),2015-06-26 23:00:00 +1000,0.503,8.102,9.8,
Blacktown (NSW),2015-06-27 00:00:00 +1000,0,6.413,7.8,
Blacktown (NSW),2015-06-27 01:00:00 +1000,0.875,7.142,6.8,
Blacktown (NSW),2015-06-27 02:00:00 +1000,0.801,6.249,6.6,
Blacktown (NSW),2015-06-27 03:00:00 +1000,0.977,5.243,5.9,
Blacktown (NSW),2015-06-27 04:00:00 +1000,0.918,4.135,4.8,
Blacktown (NSW),2015-06-27 05:00:00 +1000,0.941,4.282,4.4,
Blacktown (NSW),2015-06-27 06:00:00 +1000,0.984,4.681,4.8,
Blacktown (NSW),2015-06-27 07:00:00 +1000,0.919,4.299,4.5,
Blacktown (NSW),2015-06-27 08:00:00 +1000,16.079,4.173,6.6,0.183
Blacktown (NSW),2015-06-27 09:00:00 +1000,255,6.109,8.3,2.487
Blacktown (NSW),2015-06-27 10:00:00 +1000,475.422,10.282,11.5,9.447
Blacktown (NSW),2015-06-27 11:00:00 +1000,596.821,15.558,13.2,13.083
Blacktown (NSW),2015-06-27 12:00:00 +1000,655.784,18.326,15.9,14.25
Blacktown (NSW),2015-06-27 13:00:00 +1000,653.192,19.971,17.5,14.161
Blacktown (NSW),2015-06-27 14:00:00 +1000,590.793,20.774,17.8,10.64
Blacktown (NSW),2015-06-27 15:00:00 +1000,179.493,18.273,17.7,1.921
Blacktown (NSW),2015-06-27 16:00:00 +1000,31.312,14.752,16.5,0.914
Blacktown (NSW),2015-06-27 17:00:00 +1000,17.443,14.277,12.6,0.254
Blacktown (NSW),2015-06-27 18:00:00 +1000,0.805,11.655,11.2,0.015
Blacktown (NSW),2015-06-27 19:00:00 +1000,0,10.821,9.8,
Blacktown (NSW),2015-06-27 20:00:00 +1000,0,8.372,10.3,
Blacktown (NSW),2015-06-27 21:00:00 +1000,0.034,6.945,8.9,
Blacktown (NSW),2015-06-27 22:00:00 +1000,0.039,6.43,8.3,
Blacktown (NSW),2015-06-27 23:00:00 +1000,0,5.896,7.5,
Blacktown (NSW),2015-06-28 00:00:00 +1000,0.05,6.433,7.2,
Blacktown (NSW),2015-06-28 01:00:00 +1000,0.152,6.338,5.9,
Blacktown (NSW),2015-06-28 02:00:00 +1000,0.117,5.512,5,
Blacktown (NSW),2015-06-28 03:00:00 +1000,0.07,5.016,7.2,
Blacktown (NSW),2015-06-28 04:00:00 +1000,0.016,4.739,7.5,
Blacktown (NSW),2015-06-28 05:00:00 +1000,0.115,3.533,7.2,
Blacktown (NSW),2015-06-28 06:00:00 +1000,0.052,3.392,6.5,
Blacktown (NSW),2015-06-28 07:00:00 +1000,0.043,2.77,4.9,
Blacktown (NSW),2015-06-28 08:00:00 +1000,16.469,2.946,7.1,0.177
Blacktown (NSW),2015-06-28 09:00:00 +1000,242.621,4.74,9,2.423
Blacktown (NSW),2015-06-28 10:00:00 +1000,465.196,9.174,10.5,9.255
Blacktown (NSW),2015-06-28 11:00:00 +1000,587.986,14.057,12.9,12.892
Blacktown (NSW),2015-06-28 12:00:00 +1000,649.435,16.87,14.5,14.101
Blacktown (NSW),2015-06-28 13:00:00 +1000,645.926,18.7,15.9,13.972
Blacktown (NSW),2015-06-28 14:00:00 +1000,574.844,20.457,16.9,10.426
Blacktown (NSW),2015-06-28 15:00:00 +1000,188.735,17.668,16.6,2.099
Blacktown (NSW),2015-06-28 16:00:00 +1000,40.071,14.533,15.4,1.032
Blacktown (NSW),2015-06-28 17:00:00 +1000,21.023,12.498,12,0.309
Blacktown (NSW),2015-06-28 18:00:00 +1000,0.77,9.186,10.1,0.018
Blacktown (NSW),2015-06-28 19:00:00 +1000,0.027,9.306,10,
Blacktown (NSW),2015-06-28 20:00:00 +1000,0.046,8.555,10,
Blacktown (NSW),2015-06-28 21:00:00 +1000,0.027,6.99,9.5,
Blacktown (NSW),2015-06-28 22:00:00 +1000,0.004,7.007,9.5,
Blacktown (NSW),2015-06-28 23:00:00 +1000,0.012,7.2,9.2,
Blacktown (NSW),2015-06-29 00:00:00 +1000,0.053,7.056,9.3,
Blacktown (NSW),2015-06-29 01:00:00 +1000,0.082,5.984,8.9,
Blacktown (NSW),2015-06-29 02:00:00 +1000,0.024,6.183,8.4,
Blacktown (NSW),2015-06-29 03:00:00 +1000,0.297,5.758,7.9,
Blacktown (NSW),2015-06-29 04:00:00 +1000,0.086,5.965,8.7,
Blacktown (NSW),2015-06-29 05:00:00 +1000,0.343,6.617,8.5,
Blacktown (NSW),2015-06-29 06:00:00 +1000,0.227,7,8.1,
Blacktown (NSW),2015-06-29 07:00:00 +1000,0.004,6.704,8.2,
Blacktown (NSW),2015-06-29 08:00:00 +1000,10.793,6.889,9.4,0.194
Blacktown (NSW),2015-06-29 09:00:00 +1000,99.32,9.438,10.6,1.837
Blacktown (NSW),2015-06-29 10:00:00 +1000,339.109,12.666,12.1,6.7
Blacktown (NSW),2015-06-29 11:00:00 +1000,217.744,16.158,14.7,4.441
Blacktown (NSW),2015-06-29 12:00:00 +1000,558.093,18.81,16.9,12.717
Blacktown (NSW),2015-06-29 13:00:00 +1000,569.438,19.05,17.7,12.136
Blacktown (NSW),2015-06-29 14:00:00 +1000,551.627,20.644,16.6,12.745
Blacktown (NSW),2015-06-29 15:00:00 +1000,238.172,20.518,18,3.47
Blacktown (NSW),2015-06-29 16:00:00 +1000,72.024,18.016,15.9,1.554
Blacktown (NSW),2015-06-29 17:00:00 +1000,22.334,15.143,14,0.357
Blacktown (NSW),2015-06-29 18:00:00 +1000,0.449,13.344,12.8,0.015
Blacktown (NSW),2015-06-29 19:00:00 +1000,0.008,12.668,12.4,
Blacktown (NSW),2015-06-29 20:00:00 +1000,0,12.013,11,
Blacktown (NSW),2015-06-29 21:00:00 +1000,0,8.776,10.8,
Blacktown (NSW),2015-06-29 22:00:00 +1000,0.015,9.358,10.2,
Blacktown (NSW),2015-06-29 23:00:00 +1000,0.004,8.797,9,
Blacktown (NSW),2015-06-30 00:00:00 +1000,0.076,10.417,9.3,
Blacktown (NSW),2015-06-30 01:00:00 +1000,0.004,6.94,8.3,
Blacktown (NSW),2015-06-30 02:00:00 +1000,0.004,7.339,7.8,
Blacktown (NSW),2015-06-30 03:00:00 +1000,0.164,6.185,8,
Blacktown (NSW),2015-06-30 04:00:00 +1000,0.186,5.639,6,
Blacktown (NSW),2015-06-30 05:00:00 +1000,0.059,5.811,5.3,
Blacktown (NSW),2015-06-30 06:00:00 +1000,0.099,6.742,4.5,
Blacktown (NSW),2015-06-30 07:00:00 +1000,0.039,6.171,4.8,
Blacktown (NSW),2015-06-30 08:00:00 +1000,10.41,6.188,6.8,0.195
Blacktown (NSW),2015-06-30 09:00:00 +1000,62.006,7.467,8,1.386
Blacktown (NSW),2015-06-30 10:00:00 +1000,73.716,8.05,9.6,1.644
Blacktown (NSW),2015-06-30 11:00:00 +1000,154.042,11.552,11.2,3.419
Blacktown (NSW),2015-06-30 12:00:00 +1000,197.799,14.969,13.2,4.409
Blacktown (NSW),2015-06-30 13:00:00 +1000,508.412,16.728,16.2,10.72
Blacktown (NSW),2015-06-30 14:00:00 +1000,465.434,18.633,16.3,9.195
Blacktown (NSW),2015-06-30 15:00:00 +1000,197.085,18.029,17.3,2.508
Blacktown (NSW),2015-06-30 16:00:00 +1000,40.905,15.575,15.4,0.874
Blacktown (NSW),2015-06-30 17:00:00 +1000,27.256,16.202,13.6,0.389
Blacktown (NSW),2015-06-30 18:00:00 +1000,0.067,14.089,12.4,0.006
Blacktown (NSW),2015-06-30 19:00:00 +1000,0,14.244,12.3,
Blacktown (NSW),2015-06-30 20:00:00 +1000,0,13.341,12.3,
Blacktown (NSW),2015-06-30 21:00:00 +1000,0,12.122,11.5,
Blacktown (NSW),2015-06-30 22:00:00 +1000,0,11.387,12.8,
Blacktown (NSW),2015-06-30 23:00:00 +1000,0.035,11.382,12.4,
Blacktown (NSW),2015-07-01 00:00:00 +1000,0.031,4.912,11.5,
Blacktown (NSW),2015-07-01 01:00:00 +1000,0.388,8.28,12.3,
Blacktown (NSW),2015-07-01 02:00:00 +1000,0.328,9.7,12.1,
Blacktown (NSW),2015-07-01 03:00:00 +1000,0.172,10.019,11.7,
Blacktown (NSW),2015-07-01 04:00:00 +1000,0.075,10.127,9.8,
Blacktown (NSW),2015-07-01 05:00:00 +1000,0.008,9.865,9.7,
Blacktown (NSW),2015-07-01 06:00:00 +1000,0.148,9.672,9.1,
Blacktown (NSW),2015-07-01 07:00:00 +1000,0.363,9.155,8.1,
Blacktown (NSW),2015-07-01 08:00:00 +1000,11.369,8.492,8.8,0.161
Blacktown (NSW),2015-07-01 09:00:00 +1000,131.989,9.633,9.9,2.043
Blacktown (NSW),2015-07-01 10:00:00 +1000,372.545,11.706,11.4,8.408
Blacktown (NSW),2015-07-01 11:00:00 +1000,428.537,13.336,12.9,11.985
Blacktown (NSW),2015-07-01 12:00:00 +1000,371.814,14.557,13.9,7.976
Blacktown (NSW),2015-07-01 13:00:00 +1000,674.255,17.338,15.1,14.27
Blacktown (NSW),2015-07-01 14:00:00 +1000,631.186,17.855,15.4,13.607
Blacktown (NSW),2015-07-01 15:00:00 +1000,191.581,16.408,14.8,2.068
Blacktown (NSW),2015-07-01 16:00:00 +1000,35.129,14.29,14,1.002
Blacktown (NSW),2015-07-01 17:00:00 +1000,26.915,13.916,11,0.407
Blacktown (NSW),2015-07-01 18:00:00 +1000,0.792,9.63,11.1,0.021
Blacktown (NSW),2015-07-01 19:00:00 +1000,0.008,8.621,8.4,
Blacktown (NSW),2015-07-01 20:00:00 +1000,0,8.425,9.4,
Blacktown (NSW),2015-07-01 21:00:00 +1000,0.027,6.851,7.2,
Blacktown (NSW),2015-07-01 22:00:00 +1000,0.038,5.602,7.4,
Blacktown (NSW),2015-07-01 23:00:00 +1000,0.217,5.952,7.3,
Blacktown (NSW),2015-07-02 00:00:00 +1000,0.321,7.112,7.1,
Blacktown (NSW),2015-07-02 01:00:00 +1000,0.089,3.959,6.5,
Blacktown (NSW),2015-07-02 02:00:00 +1000,0.11,4.297,6.6,
Blacktown (NSW),2015-07-02 03:00:00 +1000,0.343,3.309,5.4,
Blacktown (NSW),2015-07-02 04:00:00 +1000,0.277,2.989,6.6,
Blacktown (NSW),2015-07-02 05:00:00 +1000,0.695,2.471,4.4,
Blacktown (NSW),2015-07-02 06:00:00 +1000,0.259,2.343,2.8,
Blacktown (NSW),2015-07-02 07:00:00 +1000,0.526,2.257,3.9,
Blacktown (NSW),2015-07-02 08:00:00 +1000,22.536,2.425,6.2,0.464
Blacktown (NSW),2015-07-02 09:00:00 +1000,121.224,4.823,7.1,2.171
Blacktown (NSW),2015-07-02 10:00:00 +1000,327.325,7.361,11.2,6.937
Blacktown (NSW),2015-07-02 11:00:00 +1000,584.264,13.336,13.2,12.804
Blacktown (NSW),2015-07-02 12:00:00 +1000,656.675,16.199,14.1,14.456
Blacktown (NSW),2015-07-02 13:00:00 +1000,663.917,16.519,15.1,14.57
Blacktown (NSW),2015-07-02 14:00:00 +1000,604.224,16.478,15.2,11.132
Blacktown (NSW),2015-07-02 15:00:00 +1000,187.159,15.434,15.5,2.023
Blacktown (NSW),2015-07-02 16:00:00 +1000,53.42,14.939,14.3,1.241
Blacktown (NSW),2015-07-02 17:00:00 +1000,19.88,14.417,12.7,0.401
Blacktown (NSW),2015-07-02 18:00:00 +1000,0.198,12.728,11.8,0
Blacktown (NSW),2015-07-02 19:00:00 +1000,0.004,11.026,11.2,
Blacktown (NSW),2015-07-02 20:00:00 +1000,0.023,10.382,10.7,
Blacktown (NSW),2015-07-02 21:00:00 +1000,0,10.069,9.5,
Blacktown (NSW),2015-07-02 22:00:00 +1000,0.004,9.111,8.5,
Blacktown (NSW),2015-07-02 23:00:00 +1000,0.069,8.062,8.2,
Blacktown (NSW),2015-07-03 00:00:00 +1000,0.092,3.636,7.8,
Blacktown (NSW),2015-07-03 01:00:00 +1000,0.284,7.192,7.5,
Blacktown (NSW),2015-07-03 02:00:00 +1000,0.043,6.519,5.7,
Blacktown (NSW),2015-07-03 03:00:00 +1000,0.118,5.049,5.2,
Blacktown (NSW),2015-07-03 04:00:00 +1000,0.16,4.507,5.4,
Blacktown (NSW),2015-07-03 05:00:00 +1000,0.865,4.409,5.5,
Blacktown (NSW),2015-07-03 06:00:00 +1000,0.498,4.835,5.1,
Blacktown (NSW),2015-07-03 07:00:00 +1000,0.712,4.792,5,
Blacktown (NSW),2015-07-03 08:00:00 +1000,17.398,4.104,6.1,0.22
Blacktown (NSW),2015-07-03 09:00:00 +1000,232.068,7.306,8.5,2.426
Blacktown (NSW),2015-07-03 10:00:00 +1000,450.757,10.835,10.9,9.059
Blacktown (NSW),2015-07-03 11:00:00 +1000,585.621,13.604,12.3,12.91
Blacktown (NSW),2015-07-03 12:00:00 +1000,653.167,14.456,13.5,14.238
Blacktown (NSW),2015-07-03 13:00:00 +1000,649.544,16.019,14.2,14.104
Blacktown (NSW),2015-07-03 14:00:00 +1000,525.046,16.246,15.1,9.686
Blacktown (NSW),2015-07-03 15:00:00 +1000,224.497,15.522,14.7,2.923
Blacktown (NSW),2015-07-03 16:00:00 +1000,44.179,13.039,13.5,1.21
Blacktown (NSW),2015-07-03 17:00:00 +1000,22.413,12.023,9.6,0.364
Blacktown (NSW),2015-07-03 18:00:00 +1000,0.824,9.756,8.2,0.027
Blacktown (NSW),2015-07-03 19:00:00 +1000,0,7.73,7.3,
Blacktown (NSW),2015-07-03 20:00:00 +1000,0,5.743,7,
Blacktown (NSW),2015-07-03 21:00:00 +1000,0,4.998,7.3,
Blacktown (NSW),2015-07-03 22:00:00 +1000,0.004,4.922,5.2,
Blacktown (NSW),2015-07-03 23:00:00 +1000,0.008,4.177,6.3,
Blacktown (NSW),2015-07-04 00:00:00 +1000,0.629,3.003,4.9,
Blacktown (NSW),2015-07-04 01:00:00 +1000,0.055,3.185,3.3,
Blacktown (NSW),2015-07-04 02:00:00 +1000,0.008,3.491,3.4,
Blacktown (NSW),2015-07-04 03:00:00 +1000,0.008,3.697,3,
Blacktown (NSW),2015-07-04 04:00:00 +1000,0.116,2.719,2.2,
Blacktown (NSW),2015-07-04 05:00:00 +1000,0.042,1.649,0.7,
Blacktown (NSW),2015-07-04 06:00:00 +1000,0.139,0.798,0.4,
Blacktown (NSW),2015-07-04 07:00:00 +1000,0.447,0.481,0.7,
Blacktown (NSW),2015-07-04 08:00:00 +1000,22.117,0.981,2.3,0.36
Blacktown (NSW),2015-07-04 09:00:00 +1000,185.183,3.822,6.4,2.809
Blacktown (NSW),2015-07-04 10:00:00 +1000,322.275,7.671,7.6,6.558
Blacktown (NSW),2015-07-04 11:00:00 +1000,602.709,12.127,10.7,13.431
Blacktown (NSW),2015-07-04 12:00:00 +1000,663.84,14.948,12,14.636
Blacktown (NSW),2015-07-04 13:00:00 +1000,657.957,16.629,13.4,14.487
Blacktown (NSW),2015-07-04 14:00:00 +1000,589.137,16.524,14,10.929
Blacktown (NSW),2015-07-04 15:00:00 +1000,186.523,14.445,15.2,2.051
Blacktown (NSW),2015-07-04 16:00:00 +1000,33.211,12.684,13.9,1.017
Blacktown (NSW),2015-07-04 17:00:00 +1000,19.245,10.659,10.6,0.28
